Order_ID,Order_Date,City,Restaurant_Name,Cuisine,Customer_Age,Gender,Veg_NonVeg,Order_Amount,Delivery_Time,Rating,Payment_Mode,Delivery_Partner,Order_Status,Distance_km,Quantity
207,2025-03-06,Mumbai,Burger Hub,North Indian,21,Female,Veg,1036,46,3.6,Card,Rahul,Cancelled,9.4,6
208,2025-01-21,Mumbai,Food Factory,Chinese,22,Female,Non-Veg,517,17,4.6,Cash,Rahul,Delivered,11.1,1
209,2025-01-09,Hyderabad,Urban Tadka,Chinese,27,Male,Veg,2257,60,3.6,Cash,Aman,Cancelled,1.1,2
210,2025-02-12,Bangalore,Royal Biryani,North Indian,32,Female,Veg,2070,20,3.9,Card,Karan,Cancelled,14.6,6
211,2025-02-09,Bangalore,Pizza Point,North Indian,41,Female,Non-Veg,2464,51,3.6,Cash,Karan,Delivered,5.2,3
212,2025-05-16,Ahmedabad,Burger Hub,Chinese,25,Female,Veg,751,57,3.9,Card,Mohit,Cancelled,6.0,2
213,2025-05-25,Bangalore,Urban Tadka,Italian,21,Male,Veg,980,50,4.4,UPI,Vikas,Delivered,3.6,6
214,2025-03-06,Ahmedabad,Chinese Bowl,Chinese,35,Female,Veg,2366,51,4.2,Card,Mohit,Delivered,12.9,6
215,2025-01-19,Hyderabad,Chinese Bowl,Chinese,45,Male,Veg,2034,58,3.5,UPI,Rahul,Cancelled,11.8,2
216,2025-04-06,Hyderabad,Burger Hub,Fast Food,25,Male,Non-Veg,320,15,4.3,UPI,Karan,Cancelled,2.7,2
217,2025-04-20,Delhi,Food Factory,Biryani,21,Female,Veg,1653,36,4.5,Card,Arjun,Delivered,12.6,1
218,2025-03-03,Jaipur,Tandoori Nights,Fast Food,19,Female,Veg,1607,50,3.3,Card,Aman,Delivered,14.0,6
219,2025-03-04,Jaipur,Tandoori Nights,Chinese,40,Female,Veg,1951,22,4.5,Cash,Aman,Delivered,12.2,2
220,2025-02-08,Pune,Royal Biryani,Fast Food,44,Male,Non-Veg,2355,59,4.4,Cash,Karan,Delivered,1.3,2
221,2025-05-05,Pune,Chinese Bowl,North Indian,43,Male,Veg,896,54,4.5,Card,Mohit,Cancelled,12.8,2
222,2025-06-27,Hyderabad,Chinese Bowl,Fast Food,25,Male,Non-Veg,1498,48,3.0,UPI,Mohit,Delivered,4.0,3
223,2025-04-30,Jaipur,Chinese Bowl,Fast Food,29,Female,Veg,1524,52,3.7,UPI,Aman,Delivered,7.4,5
224,2025-01-12,Ahmedabad,Spice Kitchen,Chinese,26,Female,Non-Veg,410,47,5.0,Cash,Mohit,Delivered,14.9,1
225,2025-05-24,Hyderabad,Pizza Point,Chinese,42,Female,Veg,1636,33,4.5,UPI,Rahul,Delivered,5.3,3
226,2025-04-03,Pune,Food Factory,Italian,45,Female,Non-Veg,397,60,3.3,Cash,Karan,Cancelled,13.5,2
227,2025-03-31,Mumbai,Spice Kitchen,Chinese,18,Female,Non-Veg,1974,40,3.9,Cash,Rahul,Delivered,3.0,6
228,2025-03-20,Jaipur,Tandoori Nights,North Indian,24,Male,Veg,1396,52,3.4,Cash,Vikas,Cancelled,11.1,1
229,2025-05-05,Jaipur,Spice Kitchen,Italian,26,Male,Veg,1247,30,4.3,UPI,Aman,Cancelled,7.3,5
230,2025-03-14,Hyderabad,Pizza Point,Chinese,25,Male,Veg,349,20,2.7,Card,Vikas,Delivered,1.1,3
231,2025-05-18,Ahmedabad,Burger Hub,Italian,18,Male,Non-Veg,1488,16,4.1,Cash,Mohit,Cancelled,3.4,4
232,2025-01-12,Delhi,Tandoori Nights,Fast Food,37,Female,Non-Veg,2047,15,2.6,Cash,Mohit,Cancelled,1.8,5
233,2025-03-26,Mumbai,Pizza Point,North Indian,22,Male,Veg,2318,20,3.4,Cash,Karan,Cancelled,8.5,5
234,2025-05-23,Mumbai,Tandoori Nights,Chinese,41,Female,Non-Veg,279,56,3.3,Card,Arjun,Cancelled,8.8,3
235,2025-05-14,Pune,Royal Biryani,Chinese,26,Male,Non-Veg,558,56,4.5,Cash,Rahul,Delivered,6.6,1
236,2025-01-08,Pune,Spice Kitchen,North Indian,19,Male,Veg,1211,53,3.4,UPI,Rahul,Delivered,8.4,3
237,2025-03-04,Bangalore,Chinese Bowl,Chinese,38,Female,Non-Veg,2034,28,3.3,UPI,Aman,Delivered,1.9,6
238,2025-04-13,Ahmedabad,Tandoori Nights,North Indian,25,Female,Non-Veg,1688,57,4.1,UPI,Aman,Cancelled,1.3,6
239,2025-04-22,Mumbai,Food Factory,Italian,24,Female,Non-Veg,1291,34,4.7,Cash,Rahul,Delivered,7.7,3
240,2025-02-04,Hyderabad,Royal Biryani,Italian,20,Female,Veg,2138,30,2.9,Card,Mohit,Cancelled,4.0,1
241,2025-02-23,Hyderabad,Tandoori Nights,North Indian,42,Female,Veg,1930,23,5.0,Cash,Arjun,Delivered,12.3,2
242,2025-01-03,Mumbai,Royal Biryani,Chinese,34,Female,Veg,841,44,4.2,UPI,Karan,Cancelled,10.0,6
243,2025-04-12,Jaipur,Burger Hub,Biryani,25,Male,Veg,305,23,3.8,UPI,Mohit,Cancelled,10.8,6
244,2025-01-06,Delhi,Tandoori Nights,North Indian,21,Male,Non-Veg,706,48,3.6,UPI,Rahul,Delivered,9.9,5
245,2025-05-09,Delhi,Tandoori Nights,Fast Food,20,Female,Veg,1067,19,3.2,UPI,Aman,Cancelled,4.8,1
246,2025-02-20,Pune,Burger Hub,Fast Food,43,Female,Non-Veg,193,35,4.2,Card,Karan,Cancelled,8.7,6
247,2025-04-16,Hyderabad,Royal Biryani,Fast Food,31,Female,Non-Veg,1718,24,3.5,Cash,Karan,Delivered,13.6,6
248,2025-01-02,Mumbai,Royal Biryani,Biryani,41,Female,Veg,962,57,2.8,Card,Aman,Delivered,6.7,5
249,2025-03-25,Ahmedabad,Chinese Bowl,Biryani,39,Female,Non-Veg,153,45,4.4,Cash,Mohit,Cancelled,9.3,4
250,2025-03-02,Hyderabad,Urban Tadka,Italian,40,Male,Non-Veg,2305,32,4.0,Card,Vikas,Delivered,9.8,5
251,2025-06-20,Mumbai,Royal Biryani,Italian,44,Female,Non-Veg,2288,52,3.7,UPI,Rahul,Delivered,14.0,5
252,2025-04-04,Pune,Food Factory,Biryani,23,Female,Veg,855,24,4.6,Cash,Rahul,Delivered,5.5,3
253,2025-04-20,Delhi,Urban Tadka,Chinese,40,Female,Non-Veg,571,38,3.4,Card,Mohit,Cancelled,7.3,1
254,2025-03-12,Bangalore,Royal Biryani,Fast Food,40,Male,Non-Veg,2109,26,4.4,UPI,Aman,Delivered,6.1,5
255,2025-06-19,Mumbai,Tandoori Nights,Biryani,28,Female,Non-Veg,222,50,3.0,Card,Vikas,Delivered,9.3,3
256,2025-05-20,Jaipur,Tandoori Nights,Italian,25,Female,Non-Veg,524,48,4.1,UPI,Rahul,Delivered,6.9,3
257,2025-06-08,Hyderabad,Tandoori Nights,North Indian,40,Female,Non-Veg,1653,17,4.3,Cash,Karan,Cancelled,10.1,3
258,2025-04-01,Mumbai,Urban Tadka,Biryani,22,Male,Non-Veg,409,57,3.0,UPI,Aman,Cancelled,6.3,5
259,2025-04-17,Bangalore,Burger Hub,North Indian,36,Female,Non-Veg,1936,41,5.0,UPI,Aman,Cancelled,6.6,2
260,2025-05-12,Hyderabad,Burger Hub,Chinese,41,Male,Non-Veg,2368,17,4.8,Cash,Mohit,Cancelled,11.8,4
261,2025-01-31,Delhi,Food Factory,North Indian,36,Male,Veg,2185,20,4.6,UPI,Mohit,Cancelled,1.8,6
262,2025-02-21,Ahmedabad,Tandoori Nights,Fast Food,45,Male,Non-Veg,724,41,4.5,Card,Rahul,Cancelled,5.7,5
263,2025-01-02,Mumbai,Royal Biryani,Biryani,26,Male,Non-Veg,1721,31,4.2,Cash,Mohit,Cancelled,8.2,4
264,2025-06-24,Delhi,Royal Biryani,Italian,25,Female,Non-Veg,2360,31,3.3,UPI,Aman,Delivered,8.5,3
265,2025-04-29,Ahmedabad,Chinese Bowl,Biryani,22,Female,Non-Veg,970,44,4.8,Card,Arjun,Delivered,11.2,1
266,2025-05-17,Delhi,Urban Tadka,Biryani,44,Female,Veg,1270,29,4.5,Cash,Rahul,Delivered,12.2,5
267,2025-06-06,Bangalore,Urban Tadka,Fast Food,24,Male,Veg,887,42,4.6,UPI,Aman,Delivered,13.1,1
268,2025-06-02,Bangalore,Spice Kitchen,North Indian,41,Male,Non-Veg,1054,58,4.3,Card,Vikas,Delivered,8.5,2
269,2025-02-07,Hyderabad,Food Factory,Biryani,21,Female,Veg,975,20,4.9,Cash,Rahul,Cancelled,10.9,4
270,2025-06-25,Bangalore,Spice Kitchen,North Indian,40,Male,Veg,805,43,3.2,UPI,Mohit,Cancelled,10.9,6
271,2025-02-09,Jaipur,Royal Biryani,Italian,35,Male,Veg,1095,40,4.9,Cash,Karan,Delivered,10.0,2
272,2025-06-17,Pune,Pizza Point,Chinese,32,Male,Veg,1910,36,4.2,UPI,Aman,Cancelled,2.7,2
273,2025-06-17,Pune,Pizza Point,Italian,33,Female,Veg,2183,20,3.0,Cash,Vikas,Delivered,3.8,4
274,2025-03-11,Hyderabad,Food Factory,Biryani,27,Male,Veg,155,37,3.0,UPI,Arjun,Cancelled,1.7,3
275,2025-03-31,Bangalore,Chinese Bowl,Chinese,28,Female,Veg,599,34,4.5,Card,Mohit,Cancelled,2.3,5
276,2025-01-29,Hyderabad,Spice Kitchen,Biryani,30,Female,Veg,288,17,3.8,UPI,Karan,Delivered,6.8,3
277,2025-01-20,Jaipur,Spice Kitchen,Italian,23,Male,Non-Veg,170,56,4.7,Cash,Vikas,Delivered,4.7,1
278,2025-03-03,Delhi,Spice Kitchen,Fast Food,26,Male,Non-Veg,2066,30,2.9,Card,Aman,Cancelled,6.1,2
279,2025-03-14,Bangalore,Food Factory,Chinese,25,Male,Veg,211,21,4.9,Cash,Arjun,Delivered,10.6,2
280,2025-01-23,Hyderabad,Spice Kitchen,Chinese,44,Female,Veg,1886,40,4.1,UPI,Vikas,Delivered,2.2,5
281,2025-02-25,Mumbai,Food Factory,Biryani,42,Male,Veg,449,53,3.3,UPI,Aman,Delivered,9.7,6
282,2025-02-14,Hyderabad,Royal Biryani,Italian,20,Female,Veg,194,35,4.9,Cash,Karan,Delivered,2.2,2
283,2025-02-07,Ahmedabad,Spice Kitchen,Chinese,43,Female,Veg,984,27,4.8,Card,Vikas,Delivered,15.0,4
284,2025-01-10,Bangalore,Tandoori Nights,North Indian,42,Male,Veg,356,38,4.5,UPI,Arjun,Cancelled,9.2,4
285,2025-06-22,Hyderabad,Chinese Bowl,Chinese,26,Female,Veg,2059,58,4.0,Cash,Karan,Cancelled,11.5,5
286,2025-05-17,Ahmedabad,Pizza Point,North Indian,43,Female,Veg,1133,27,4.0,Card,Rahul,Cancelled,9.1,6
287,2025-01-13,Bangalore,Urban Tadka,Italian,44,Female,Non-Veg,506,29,4.1,Cash,Arjun,Cancelled,12.1,1
288,2025-03-18,Bangalore,Burger Hub,North Indian,43,Female,Non-Veg,1832,53,3.2,UPI,Vikas,Delivered,2.2,4
289,2025-04-30,Pune,Burger Hub,Italian,28,Male,Non-Veg,917,59,4.7,Cash,Arjun,Delivered,2.7,6
290,2025-06-10,Delhi,Urban Tadka,Chinese,30,Female,Non-Veg,768,38,2.9,Cash,Mohit,Cancelled,5.3,3
291,2025-05-10,Hyderabad,Food Factory,Chinese,30,Male,Veg,868,21,4.9,Cash,Mohit,Cancelled,11.3,6
292,2025-01-26,Pune,Urban Tadka,Chinese,42,Female,Non-Veg,460,47,4.1,Cash,Vikas,Cancelled,6.1,6
293,2025-06-11,Ahmedabad,Urban Tadka,Biryani,43,Male,Non-Veg,2170,38,4.2,UPI,Aman,Delivered,8.8,4
294,2025-03-21,Hyderabad,Spice Kitchen,Biryani,41,Female,Veg,1482,45,2.8,Cash,Rahul,Delivered,9.2,5
295,2025-05-11,Delhi,Urban Tadka,Chinese,41,Female,Veg,1342,49,2.6,Card,Karan,Delivered,12.3,6
296,2025-06-13,Bangalore,Chinese Bowl,Italian,40,Female,Non-Veg,813,51,3.7,UPI,Mohit,Cancelled,13.5,2
297,2025-05-13,Hyderabad,Burger Hub,Chinese,27,Male,Non-Veg,369,52,3.2,Cash,Vikas,Delivered,4.8,4
298,2025-02-20,Pune,Tandoori Nights,Fast Food,30,Male,Non-Veg,1631,40,3.3,Cash,Vikas,Delivered,3.9,5
299,2025-04-26,Pune,Urban Tadka,Chinese,42,Female,Veg,772,32,4.4,Cash,Arjun,Cancelled,11.5,3
300,2025-04-11,Jaipur,Urban Tadka,Biryani,43,Female,Veg,1213,43,4.4,UPI,Mohit,Cancelled,6.0,3
301,2025-03-09,Mumbai,Pizza Point,Biryani,21,Female,Veg,1407,25,4.1,Card,Arjun,Delivered,11.8,4
302,2025-03-29,Bangalore,Urban Tadka,Fast Food,43,Female,Non-Veg,910,60,4.7,Card,Arjun,Cancelled,10.4,3
303,2025-02-04,Mumbai,Tandoori Nights,North Indian,31,Male,Veg,2500,57,3.1,Cash,Karan,Delivered,9.0,3
304,2025-06-23,Hyderabad,Spice Kitchen,Chinese,25,Male,Veg,1307,17,4.4,Card,Karan,Cancelled,2.8,6
305,2025-06-30,Bangalore,Royal Biryani,North Indian,42,Female,Veg,1066,34,2.7,Card,Mohit,Delivered,6.0,6
306,2025-05-13,Delhi,Pizza Point,Italian,24,Male,Non-Veg,718,43,3.2,UPI,Karan,Delivered,1.6,4
307,2025-01-29,Bangalore,Food Factory,Italian,38,Female,Non-Veg,2323,51,3.1,Card,Rahul,Cancelled,12.8,5
308,2025-05-18,Ahmedabad,Burger Hub,Chinese,42,Male,Veg,2217,32,3.6,UPI,Arjun,Cancelled,11.1,5
309,2025-01-29,Bangalore,Urban Tadka,Biryani,36,Female,Veg,374,38,4.9,Cash,Arjun,Cancelled,2.0,4
310,2025-05-28,Mumbai,Urban Tadka,Fast Food,39,Female,Veg,1549,54,3.0,Cash,Rahul,Cancelled,11.6,1
311,2025-05-13,Delhi,Chinese Bowl,Chinese,43,Male,Non-Veg,974,50,4.4,Cash,Arjun,Delivered,13.9,6
312,2025-06-06,Ahmedabad,Burger Hub,North Indian,29,Male,Non-Veg,203,56,4.3,Card,Mohit,Cancelled,8.8,6
313,2025-02-11,Pune,Tandoori Nights,Italian,27,Male,Veg,867,59,3.4,UPI,Arjun,Cancelled,11.8,3
314,2025-01-28,Hyderabad,Spice Kitchen,Italian,42,Female,Non-Veg,488,36,4.5,Cash,Rahul,Delivered,8.4,3
315,2025-05-11,Bangalore,Food Factory,Italian,26,Male,Veg,1289,48,3.6,Card,Arjun,Cancelled,3.3,4
316,2025-02-04,Mumbai,Burger Hub,North Indian,24,Female,Veg,187,20,3.7,UPI,Rahul,Delivered,13.0,3
317,2025-06-09,Pune,Chinese Bowl,Fast Food,42,Male,Veg,1147,28,4.8,Cash,Aman,Delivered,9.3,2
318,2025-02-21,Bangalore,Chinese Bowl,Biryani,36,Female,Veg,2485,18,4.7,UPI,Karan,Delivered,11.0,4
319,2025-06-27,Bangalore,Spice Kitchen,North Indian,33,Female,Veg,1127,29,2.5,Card,Arjun,Delivered,9.9,6
320,2025-06-15,Delhi,Food Factory,North Indian,24,Male,Veg,2060,18,3.5,UPI,Arjun,Delivered,14.0,6
321,2025-05-28,Bangalore,Royal Biryani,North Indian,22,Female,Veg,2111,21,4.4,Card,Aman,Delivered,3.0,5
322,2025-02-11,Pune,Tandoori Nights,North Indian,34,Female,Veg,445,16,3.9,UPI,Mohit,Delivered,10.9,6
323,2025-05-20,Pune,Royal Biryani,Fast Food,30,Male,Veg,248,26,4.6,Cash,Rahul,Delivered,10.9,6
324,2025-02-23,Ahmedabad,Urban Tadka,North Indian,37,Male,Non-Veg,535,20,4.3,UPI,Aman,Cancelled,4.8,3
325,2025-03-17,Mumbai,Chinese Bowl,Biryani,36,Female,Veg,178,20,2.7,UPI,Arjun,Delivered,8.3,4
326,2025-04-15,Pune,Food Factory,North Indian,18,Male,Veg,703,42,4.5,UPI,Rahul,Cancelled,7.2,6
327,2025-02-04,Jaipur,Royal Biryani,Italian,18,Female,Non-Veg,537,25,3.6,Card,Arjun,Cancelled,11.7,3
328,2025-03-12,Hyderabad,Food Factory,North Indian,31,Male,Non-Veg,1095,49,4.7,Cash,Aman,Delivered,13.5,1
329,2025-05-17,Mumbai,Pizza Point,North Indian,44,Female,Non-Veg,1530,38,2.7,UPI,Karan,Delivered,4.0,1
330,2025-06-16,Ahmedabad,Food Factory,Fast Food,34,Male,Veg,1043,33,4.4,UPI,Arjun,Cancelled,7.0,1
331,2025-02-15,Pune,Chinese Bowl,Biryani,39,Male,Non-Veg,1751,30,3.4,UPI,Aman,Delivered,10.0,5
332,2025-06-17,Ahmedabad,Spice Kitchen,North Indian,37,Male,Non-Veg,1394,19,2.7,UPI,Mohit,Delivered,2.0,1
333,2025-02-06,Pune,Pizza Point,Fast Food,38,Female,Non-Veg,878,21,3.1,Cash,Karan,Delivered,7.2,6
334,2025-01-25,Hyderabad,Chinese Bowl,Italian,28,Male,Veg,1739,29,2.8,UPI,Vikas,Cancelled,4.9,1
335,2025-02-18,Delhi,Pizza Point,Chinese,43,Female,Non-Veg,889,17,2.9,UPI,Aman,Cancelled,4.6,1
336,2025-05-26,Pune,Food Factory,North Indian,20,Female,Veg,1249,23,4.8,Cash,Vikas,Delivered,2.9,6
337,2025-03-06,Jaipur,Tandoori Nights,Chinese,34,Male,Veg,829,33,4.4,UPI,Rahul,Delivered,13.4,4
338,2025-04-04,Mumbai,Chinese Bowl,Italian,45,Male,Veg,557,57,3.4,Cash,Rahul,Cancelled,1.4,4
339,2025-05-05,Delhi,Pizza Point,Fast Food,35,Female,Veg,1807,22,3.7,UPI,Rahul,Cancelled,7.2,1
340,2025-02-18,Delhi,Royal Biryani,Italian,32,Female,Veg,1536,50,2.6,Card,Rahul,Cancelled,11.4,5
341,2025-06-06,Hyderabad,Urban Tadka,North Indian,19,Female,Veg,1131,48,2.9,Cash,Rahul,Delivered,2.2,3
342,2025-04-30,Bangalore,Spice Kitchen,North Indian,43,Female,Non-Veg,551,28,3.2,Cash,Aman,Delivered,10.8,4
343,2025-05-04,Jaipur,Spice Kitchen,Biryani,18,Male,Non-Veg,281,49,4.1,Cash,Arjun,Delivered,10.1,2
344,2025-04-10,Hyderabad,Tandoori Nights,North Indian,45,Female,Veg,1079,16,4.0,Card,Aman,Cancelled,4.0,1
345,2025-03-15,Bangalore,Spice Kitchen,Chinese,27,Female,Veg,421,40,2.6,UPI,Aman,Cancelled,14.3,2
346,2025-01-17,Bangalore,Tandoori Nights,Biryani,45,Female,Veg,1036,27,4.6,UPI,Vikas,Cancelled,4.8,3
347,2025-01-09,Bangalore,Spice Kitchen,Italian,31,Male,Non-Veg,813,30,4.6,UPI,Rahul,Cancelled,9.5,4
348,2025-05-24,Pune,Urban Tadka,Chinese,26,Male,Veg,1271,41,2.9,UPI,Mohit,Delivered,9.1,1
349,2025-02-12,Mumbai,Urban Tadka,Chinese,20,Female,Non-Veg,1187,51,4.2,UPI,Arjun,Cancelled,14.5,6
350,2025-04-15,Delhi,Burger Hub,Fast Food,44,Male,Veg,1336,19,3.2,UPI,Rahul,Cancelled,2.0,4
351,2025-03-18,Hyderabad,Pizza Point,Fast Food,25,Female,Non-Veg,2287,50,3.0,UPI,Mohit,Cancelled,9.0,2
352,2025-06-27,Jaipur,Food Factory,Fast Food,29,Female,Veg,383,54,4.2,UPI,Arjun,Cancelled,12.2,1
353,2025-04-24,Bangalore,Tandoori Nights,Chinese,32,Female,Veg,1913,20,4.9,UPI,Mohit,Cancelled,6.6,2
354,2025-03-01,Jaipur,Tandoori Nights,Fast Food,39,Female,Non-Veg,672,29,4.1,Cash,Aman,Delivered,8.1,4
355,2025-06-07,Bangalore,Pizza Point,Fast Food,36,Female,Non-Veg,2373,37,3.4,Cash,Vikas,Delivered,12.4,6
356,2025-01-05,Ahmedabad,Spice Kitchen,Fast Food,29,Male,Non-Veg,2403,56,3.0,UPI,Arjun,Delivered,6.2,3
357,2025-06-16,Jaipur,Spice Kitchen,North Indian,37,Female,Veg,962,15,4.0,Cash,Arjun,Cancelled,1.4,1
358,2025-02-14,Delhi,Food Factory,North Indian,23,Male,Veg,1235,60,4.5,UPI,Aman,Delivered,2.6,1
359,2025-02-20,Mumbai,Chinese Bowl,Italian,20,Female,Non-Veg,1345,41,4.4,Cash,Vikas,Delivered,14.0,3
360,2025-02-11,Jaipur,Pizza Point,North Indian,37,Male,Non-Veg,689,36,3.4,Cash,Rahul,Delivered,9.5,5
361,2025-01-14,Hyderabad,Spice Kitchen,Fast Food,30,Female,Veg,1089,34,4.5,Cash,Aman,Delivered,9.2,2
362,2025-04-26,Hyderabad,Chinese Bowl,Chinese,37,Male,Non-Veg,2464,42,2.8,UPI,Mohit,Delivered,2.5,6
363,2025-04-28,Mumbai,Royal Biryani,Biryani,31,Female,Veg,276,29,4.3,UPI,Mohit,Cancelled,4.0,6
364,2025-06-26,Bangalore,Food Factory,Chinese,24,Female,Non-Veg,687,25,2.7,Cash,Vikas,Cancelled,6.6,5
365,2025-03-20,Delhi,Tandoori Nights,North Indian,27,Male,Non-Veg,2254,30,2.9,Card,Rahul,Cancelled,1.4,3
366,2025-01-31,Hyderabad,Tandoori Nights,Fast Food,34,Female,Veg,585,57,2.7,Cash,Karan,Cancelled,1.9,6
367,2025-05-12,Mumbai,Chinese Bowl,Italian,45,Female,Non-Veg,1672,49,3.6,Card,Vikas,Delivered,2.5,4
368,2025-01-23,Ahmedabad,Royal Biryani,Chinese,19,Male,Veg,2058,58,4.0,Cash,Arjun,Delivered,12.9,6
369,2025-03-29,Bangalore,Pizza Point,Chinese,30,Male,Veg,280,33,4.8,Card,Rahul,Delivered,10.8,3
370,2025-02-11,Hyderabad,Urban Tadka,Chinese,25,Male,Non-Veg,1894,60,3.3,UPI,Rahul,Cancelled,14.6,1
371,2025-01-24,Jaipur,Urban Tadka,Fast Food,25,Male,Non-Veg,2055,40,4.3,Card,Rahul,Delivered,13.8,4
372,2025-01-28,Hyderabad,Tandoori Nights,Chinese,18,Female,Non-Veg,758,54,3.3,UPI,Arjun,Cancelled,10.6,6
373,2025-04-18,Delhi,Burger Hub,Chinese,36,Female,Veg,1191,53,2.6,UPI,Vikas,Delivered,12.9,3
374,2025-04-04,Jaipur,Tandoori Nights,Biryani,29,Female,Non-Veg,1313,22,4.9,UPI,Arjun,Cancelled,11.6,5
375,2025-03-04,Hyderabad,Burger Hub,Chinese,42,Male,Non-Veg,1187,47,4.1,Cash,Karan,Cancelled,2.9,5
376,2025-03-28,Ahmedabad,Burger Hub,Italian,45,Male,Non-Veg,719,58,3.9,UPI,Mohit,Cancelled,14.2,4
377,2025-04-29,Hyderabad,Food Factory,Italian,29,Male,Veg,561,22,3.3,UPI,Aman,Delivered,6.2,5
378,2025-01-18,Bangalore,Burger Hub,Chinese,45,Female,Non-Veg,1424,45,4.9,Cash,Arjun,Cancelled,5.5,3
379,2025-03-21,Ahmedabad,Tandoori Nights,Biryani,21,Male,Non-Veg,1977,41,2.5,Card,Rahul,Delivered,3.9,5
380,2025-04-03,Ahmedabad,Pizza Point,Biryani,19,Female,Non-Veg,246,60,2.8,UPI,Rahul,Cancelled,12.5,6
381,2025-04-02,Delhi,Food Factory,Biryani,43,Male,Veg,1652,42,2.9,Card,Arjun,Delivered,14.0,2
382,2025-03-25,Jaipur,Tandoori Nights,Biryani,41,Male,Non-Veg,2389,47,2.5,UPI,Mohit,Cancelled,15.0,5
383,2025-02-12,Mumbai,Burger Hub,Biryani,42,Male,Non-Veg,368,18,3.0,UPI,Mohit,Delivered,8.2,2
384,2025-05-24,Mumbai,Spice Kitchen,Chinese,38,Female,Veg,1886,23,4.0,Cash,Mohit,Cancelled,4.3,2
385,2025-05-12,Ahmedabad,Chinese Bowl,North Indian,20,Male,Non-Veg,827,30,3.8,UPI,Mohit,Delivered,4.3,2
386,2025-02-21,Pune,Pizza Point,Fast Food,40,Male,Non-Veg,1888,47,2.6,UPI,Karan,Delivered,13.2,5
387,2025-06-23,Bangalore,Spice Kitchen,Italian,32,Male,Veg,2374,36,3.5,Card,Rahul,Delivered,4.2,4
388,2025-04-02,Pune,Urban Tadka,Italian,27,Male,Veg,1974,20,2.9,Card,Vikas,Delivered,8.1,2
389,2025-04-17,Bangalore,Chinese Bowl,Biryani,33,Female,Non-Veg,2080,48,3.0,Card,Mohit,Delivered,8.0,2
390,2025-01-19,Jaipur,Urban Tadka,North Indian,30,Male,Non-Veg,1891,36,3.4,Card,Karan,Delivered,7.5,5
391,2025-05-21,Delhi,Burger Hub,Fast Food,29,Female,Non-Veg,1371,25,3.9,Card,Arjun,Delivered,14.3,2
392,2025-06-10,Jaipur,Urban Tadka,Italian,36,Male,Non-Veg,790,50,3.9,Card,Rahul,Cancelled,2.6,1
393,2025-06-07,Jaipur,Chinese Bowl,Fast Food,33,Female,Non-Veg,2285,16,3.4,Card,Vikas,Cancelled,2.6,3
394,2025-04-10,Pune,Royal Biryani,North Indian,29,Female,Veg,1636,55,3.8,Cash,Vikas,Cancelled,12.5,2
395,2025-06-26,Bangalore,Burger Hub,North Indian,24,Male,Veg,725,24,3.3,UPI,Aman,Cancelled,4.7,6
396,2025-01-28,Mumbai,Pizza Point,Chinese,31,Male,Veg,2185,39,3.6,Card,Arjun,Delivered,9.4,3
397,2025-01-10,Delhi,Burger Hub,Chinese,21,Male,Veg,1492,60,4.2,UPI,Aman,Cancelled,3.3,2
398,2025-02-20,Pune,Tandoori Nights,Chinese,29,Male,Non-Veg,1482,40,3.5,Cash,Rahul,Cancelled,14.6,6
399,2025-06-30,Mumbai,Spice Kitchen,Chinese,22,Female,Veg,1974,48,4.1,UPI,Karan,Delivered,7.3,1
400,2025-06-03,Ahmedabad,Tandoori Nights,Fast Food,34,Male,Veg,2447,48,2.9,UPI,Arjun,Cancelled,3.2,6
401,2025-01-02,Pune,Burger Hub,Italian,31,Male,Non-Veg,1824,36,4.9,Card,Mohit,Delivered,5.4,4
402,2025-02-18,Jaipur,Food Factory,Biryani,44,Male,Non-Veg,1453,56,4.4,Cash,Mohit,Cancelled,3.2,5
403,2025-05-06,Jaipur,Pizza Point,Fast Food,44,Male,Veg,1903,20,3.9,Cash,Mohit,Cancelled,10.9,1
404,2025-01-23,Pune,Spice Kitchen,North Indian,30,Female,Veg,1933,43,4.7,Cash,Aman,Cancelled,10.1,1
405,2025-01-10,Bangalore,Royal Biryani,Chinese,20,Female,Non-Veg,1667,28,4.8,Card,Mohit,Cancelled,11.8,6
406,2025-06-15,Hyderabad,Royal Biryani,Fast Food,38,Female,Non-Veg,2086,22,2.6,UPI,Arjun,Cancelled,1.7,5
407,2025-02-03,Jaipur,Urban Tadka,Chinese,26,Male,Non-Veg,2107,16,2.7,UPI,Rahul,Cancelled,9.4,6
408,2025-01-21,Ahmedabad,Royal Biryani,Italian,44,Male,Veg,641,56,3.0,Card,Vikas,Cancelled,3.3,2
409,2025-05-02,Hyderabad,Food Factory,Italian,26,Male,Veg,809,54,3.3,UPI,Arjun,Cancelled,8.5,4
410,2025-02-24,Delhi,Urban Tadka,Fast Food,43,Female,Veg,1720,29,4.1,Cash,Mohit,Delivered,13.9,2
411,2025-05-14,Ahmedabad,Pizza Point,Biryani,28,Female,Veg,711,45,3.7,Cash,Mohit,Cancelled,2.4,4
412,2025-05-31,Jaipur,Spice Kitchen,Italian,21,Female,Non-Veg,609,23,3.7,Cash,Vikas,Cancelled,9.1,2
413,2025-03-22,Hyderabad,Burger Hub,Italian,24,Female,Veg,1314,44,4.1,Card,Arjun,Cancelled,7.7,6
